date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:49:11	3182/3182	---M--	200	added ('OK')	image/png	etag:%22b52dcce178490f69f85a00315987bc37%22	https://cdck-file-uploads-canada1.s3.dualstack.ca-central-1.amazonaws.com/free1/uploads/smoothwan/original/1X/0f23d4cc265da295c6e741c69f2ee5dd75fc8a87.png	C:/Users/user/Desktop/sm/smoothwan-forum/cdck-file-uploads-canada1.s3.dualstack.ca-central-1.amazonaws.com/free1/uploads/smoothwan/original/1X/0f23d4cc265da295c6e741c69f2ee5dd75fc8a87.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:12	19840/19840	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Apr%202023%2018:53:18%20GMT	https://smoothwan.discourse.group/t/about-the-help-category/3	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/about-the-help-category/3.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:12	50629/50629	---M--	200	added ('OK')	image/png	etag:%229337469e483317680eae5fb764517fdd%22	https://canada1.discourse-cdn.com/free1/uploads/smoothwan/original/1X/3613a64d67b74a57a3b28c01cd298fd2c723dd92.png	C:/Users/user/Desktop/sm/smoothwan-forum/canada1.discourse-cdn.com/free1/uploads/smoothwan/original/1X/3613a64d67b74a57a3b28c01cd298fd2c723dd92.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:13	29468/29468	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Sep%202024%2005:16:06%20GMT	https://smoothwan.discourse.group/t/dns-server-address-default-how-to-change/170	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/dns-server-address-default-how-to-change/170.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:13	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:14%20GMT	https://avatars.discourse-cdn.com/v4/letter/g/2acd7d/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/g/2acd7d/25.3d.delayed	(from https://smoothwan.discourse.group/c/help/4)
20:49:14	29535/29535	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2019:16:09%20GMT	https://smoothwan.discourse.group/t/after-reboot-settings-not-saved/158	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/after-reboot-settings-not-saved/158.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:15	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:15%20GMT	https://avatars.discourse-cdn.com/v4/letter/a/eb8c5e/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/a/eb8c5e/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:15	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:15%20GMT	https://avatars.discourse-cdn.com/v4/letter/n/9e8a1a/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/n/9e8a1a/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:16	24449/24449	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Aug%202024%2006:19:31%20GMT	https://smoothwan.discourse.group/t/save-changes-to-wan-interface-engarde/164	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/save-changes-to-wan-interface-engarde/164.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:16	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:16%20GMT	https://avatars.discourse-cdn.com/v4/letter/s/96bed5/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/s/96bed5/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:17	23571/23571	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Aug%202024%2014:42:04%20GMT	https://smoothwan.discourse.group/t/install-on-internal-results-in-boot-loop/162	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/install-on-internal-results-in-boot-loop/162.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:17	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:17%20GMT	https://avatars.discourse-cdn.com/v4/letter/i/5f9b8f/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/i/5f9b8f/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:18	29333/29333	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2007:58:54%20GMT	https://smoothwan.discourse.group/t/connect-directly-to-connection-without-speedify/41	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/connect-directly-to-connection-without-speedify/41.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:18	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:18%20GMT	https://avatars.discourse-cdn.com/v4/letter/m/ac8455/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/m/ac8455/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:19	25328/25328	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2007:57:01%20GMT	https://smoothwan.discourse.group/t/smoothwan-on-proxmox-ip-addresses/156	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/smoothwan-on-proxmox-ip-addresses/156.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:19	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2017:49:20%20GMT	https://smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/stuupifiedbyspeedify/25/161_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/stuupifiedbyspeedify/25/161_2.48.delayed	(from https://smoothwan.discourse.group/c/help/4)
20:49:20	648/648	---M--	200	added ('OK')	image/jpeg	etag:%220f89bbf02dbf9a5773f13dc4dcf15e23%22	https://yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/stuupifiedbyspeedify/24/161_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/stuupifiedbyspeedify/24/161_2.jpg	(from https://smoothwan.discourse.group/c/help/4)
20:49:21	28539/28539	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2017:44:20%20GMT	https://smoothwan.discourse.group/t/broadcast-access-point-issue/151	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/broadcast-access-point-issue/151.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:21	24100/24100	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20May%202024%2014:59:30%20GMT	https://smoothwan.discourse.group/t/i-have-a-slate-gl-net-router-downloaded-speedify-now-what/153	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/i-have-a-slate-gl-net-router-downloaded-speedify-now-what/153.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:21	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:22%20GMT	https://avatars.discourse-cdn.com/v4/letter/j/46a35a/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/j/46a35a/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:22	23421/23421	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2009:49:42%20GMT	https://smoothwan.discourse.group/t/smoothwan-with-xfinitywifi/150	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/smoothwan-with-xfinitywifi/150.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:23	25128/25128	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2009:45:59%20GMT	https://smoothwan.discourse.group/t/captive-portals-eg-hotel-wifi-logins/32	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/captive-portals-eg-hotel-wifi-logins/32.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:23	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:24%20GMT	https://avatars.discourse-cdn.com/v4/letter/k/e19b73/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/k/e19b73/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:24	26713/26713	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20May%202024%2014:51:39%20GMT	https://smoothwan.discourse.group/t/dhcp-relay-help-needed/148	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/dhcp-relay-help-needed/148.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:24	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:24%20GMT	https://avatars.discourse-cdn.com/v4/letter/j/ecae2f/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/j/ecae2f/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:25	26177/26177	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:49:23%20GMT	https://smoothwan.discourse.group/t/avahai-mdns-reflector-setup/127	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/avahai-mdns-reflector-setup/127.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:26	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2017:49:26%20GMT	https://smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/kuz/25/147_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/kuz/25/147_2.53.delayed	(from https://smoothwan.discourse.group/c/help/4)
20:49:26	1363/1363	---M--	200	added ('OK')	image/png	etag:%223a45c14b35b998c192512e27c1ba3bf0%22	https://yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/kuz/24/147_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/kuz/24/147_2.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:27	27224/27224	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:48:06%20GMT	https://smoothwan.discourse.group/t/forwarding-and-policy-to-router-behind-smoothwan-router/111	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/forwarding-and-policy-to-router-behind-smoothwan-router/111.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:27	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:27%20GMT	https://avatars.discourse-cdn.com/v4/letter/v/f475e1/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/v/f475e1/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:28	21765/21765	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:46:46%20GMT	https://smoothwan.discourse.group/t/beryl-ax-smoothwan/132	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/beryl-ax-smoothwan/132.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:33	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2017:49:34%20GMT	https://smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/tkabal/25/148_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/tkabal/25/148_2.58.delayed	(from https://smoothwan.discourse.group/c/help/4)
20:49:34	1448/1448	---M--	200	added ('OK')	image/png	etag:%22d9e9b10d8c430dc544bc4502d333a49e%22	https://yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/tkabal/24/148_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/tkabal/24/148_2.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:34	23211/23211	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:40:34%20GMT	https://smoothwan.discourse.group/t/help-with-vpn-over-vpn-using-nordlynx/135	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/help-with-vpn-over-vpn-using-nordlynx/135.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:34	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:35%20GMT	https://avatars.discourse-cdn.com/v4/letter/o/c89c15/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/o/c89c15/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:35	25480/25480	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:37:29%20GMT	https://smoothwan.discourse.group/t/using-smoothwan-as-ap-upstream-with-2-wifi-clients-and-1-wired-connection-speedify/137	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/using-smoothwan-as-ap-upstream-with-2-wifi-clients-and-1-wired-connection-speedify/137.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:36	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2017:49:36%20GMT	https://smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/aloft/25/149_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/aloft/25/149_2.5d.delayed	(from https://smoothwan.discourse.group/c/help/4)
20:49:36	420/420	---M--	200	added ('OK')	image/png	etag:%22bd1c5a621c7f0ac0b44d59ef7eaaeadb%22	https://yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/aloft/24/149_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/aloft/24/149_2.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:37	23933/23933	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:34:08%20GMT	https://smoothwan.discourse.group/t/scan-logs-me-out-everytime/140	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/scan-logs-me-out-everytime/140.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:37	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:38%20GMT	https://avatars.discourse-cdn.com/v4/letter/r/9dc877/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/r/9dc877/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:38	35158/35158	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Mar%202024%2020:44:06%20GMT	https://smoothwan.discourse.group/t/engarde-lag-spikes-and-low-tx/120	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/engarde-lag-spikes-and-low-tx/120.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:38	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:38%20GMT	https://avatars.discourse-cdn.com/v4/letter/a/dc4da7/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/a/dc4da7/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:39	26312/26312	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Feb%202024%2003:10:20%20GMT	https://smoothwan.discourse.group/t/adguard-breaks-tmobile-connections/129	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/adguard-breaks-tmobile-connections/129.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:39	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:39%20GMT	https://avatars.discourse-cdn.com/v4/letter/d/278dde/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/d/278dde/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:40	24845/24845	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Feb%202024%2004:11:33%20GMT	https://smoothwan.discourse.group/t/x86-updates-or-kernel-module-installation/130	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/x86-updates-or-kernel-module-installation/130.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:41	24607/24607	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Feb%202024%2002:33:56%20GMT	https://smoothwan.discourse.group/t/installing-on-other-brand-routers/115	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/installing-on-other-brand-routers/115.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:41	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2017:49:42%20GMT	https://smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/shane8johnson/25/131_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/shane8johnson/25/131_2.67.delayed	(from https://smoothwan.discourse.group/c/help/4)
20:49:42	708/708	---M--	200	added ('OK')	image/jpeg	etag:%22deca6af2d6559918f6b9b2b4e006a1c6%22	https://yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/shane8johnson/24/131_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/shane8johnson/24/131_2.jpg	(from https://smoothwan.discourse.group/c/help/4)
20:49:43	23671/23671	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Jan%202024%2003:48:38%20GMT	https://smoothwan.discourse.group/t/simplest-hardware-option/123	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/simplest-hardware-option/123.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:43	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2017:49:43%20GMT	https://smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/sean/25/145_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/sean/25/145_2.6a.delayed	(from https://smoothwan.discourse.group/c/help/4)
20:49:43	1445/1445	---M--	200	added ('OK')	image/png	etag:%22d2f09140f98902b5b9603faf793e4a20%22	https://yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/sean/24/145_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/sean/24/145_2.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:44	23020/23020	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Jan%202024%2002:30:05%20GMT	https://smoothwan.discourse.group/t/interfaces-losing-configuration/121	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/interfaces-losing-configuration/121.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:44	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:45%20GMT	https://avatars.discourse-cdn.com/v4/letter/r/f9ae1b/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/r/f9ae1b/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:45	63471/63471	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2014:58:00%20GMT	https://smoothwan.discourse.group/t/smoothwan-engarde-on-oracle-cloud/102	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/smoothwan-engarde-on-oracle-cloud/102.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:46	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2017:49:46%20GMT	https://smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/thematy/25/124_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/thematy/25/124_2.6f.delayed	(from https://smoothwan.discourse.group/c/help/4)
20:49:46	1085/1085	---M--	200	added ('OK')	image/png	etag:%22d03764df0ed7499cdaaebc427e082f50%22	https://yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/thematy/24/124_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/thematy/24/124_2.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:47	28859/28859	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2012:53:41%20GMT	https://smoothwan.discourse.group/t/how-to-bypass-one-device-out-wan/118	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/how-to-bypass-one-device-out-wan/118.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:47	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:47%20GMT	https://avatars.discourse-cdn.com/v4/letter/w/ee7513/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/w/ee7513/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:48	22723/22723	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Dec%202023%2004:10:40%20GMT	https://smoothwan.discourse.group/t/cant-join-wi-fi-and-broadcast-access-point-simultainiously/112	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/cant-join-wi-fi-and-broadcast-access-point-simultainiously/112.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:49	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2017:49:49%20GMT	https://smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/spacesuitdiver/25/127_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/spacesuitdiver/25/127_2.74.delayed	(from https://smoothwan.discourse.group/c/help/4)
20:49:49	696/696	---M--	200	added ('OK')	image/jpeg	etag:%22371634feb5668b7fa976eda778fff1df%22	https://yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/spacesuitdiver/24/127_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/spacesuitdiver/24/127_2.jpg	(from https://smoothwan.discourse.group/c/help/4)
20:49:50	70423/70423	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20May%202023%2023:28:58%20GMT	https://smoothwan.discourse.group/t/leveraging-iphone-wifi-hotspot-makes-access-point-on-same-freq-disappear/71	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/leveraging-iphone-wifi-hotspot-makes-access-point-on-same-freq-disappear/71.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:50	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2009%20Dec%202024%2017:49:50%20GMT	https://avatars.discourse-cdn.com/v4/letter/s/bb73d2/25.png	C:/Users/user/Desktop/sm/smoothwan-forum/avatars.discourse-cdn.com/v4/letter/s/bb73d2/25.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:51	30038/30038	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Dec%202023%2004:00:33%20GMT	https://smoothwan.discourse.group/t/multiple-usb-modems-of-the-same-model-on-smoothwan/79	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/multiple-usb-modems-of-the-same-model-on-smoothwan/79.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:51	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2017:49:52%20GMT	https://smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/chansearrington/25/35_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/chansearrington/25/35_2.79.delayed	(from https://smoothwan.discourse.group/c/help/4)
20:49:52	1431/1431	---M--	200	added ('OK')	image/png	etag:%22bb3ad3a1d58ca2bbceb8a6b164b2c80a%22	https://yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/chansearrington/24/35_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/chansearrington/24/35_2.png	(from https://smoothwan.discourse.group/c/help/4)
20:49:53	43621/43621	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Dec%202023%2003:59:19%20GMT	https://smoothwan.discourse.group/t/bypass-speedify-for-specific-v-lan/103	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/bypass-speedify-for-specific-v-lan/103.html	(from https://smoothwan.discourse.group/c/help/4)
20:49:53	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2017:49:54%20GMT	https://smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/timirvin/25/121_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/user_avatar/smoothwan.discourse.group/timirvin/25/121_2.7c.delayed	(from https://smoothwan.discourse.group/c/help/4)
20:49:53	684/684	---M--	200	added ('OK')	image/jpeg	etag:%226d0f731cc34501e202789215cb9b5441%22	https://yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/timirvin/24/121_2.png	C:/Users/user/Desktop/sm/smoothwan-forum/yyz2.discourse-cdn.com/free1/user_avatar/smoothwan.discourse.group/timirvin/24/121_2.jpg	(from https://smoothwan.discourse.group/c/help/4)
20:49:54	9975/9975	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2017:49:55%20GMT	https://smoothwan.discourse.group/c/development/2?page=1	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/c/development/22679.html	(from https://smoothwan.discourse.group/c/development/2)
20:49:55	13158/13158	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2009%20Dec%202024%2017:49:55%20GMT	https://smoothwan.discourse.group/c/development/2.rss	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/c/development/2.rss	(from https://smoothwan.discourse.group/c/development/2)
20:49:56	8668/8668	---M--	200	added ('OK')	image/png	etag:%2284b3d3ae2b4cd1b590a68673abd290fe%22	https://cdck-file-uploads-canada1.s3.dualstack.ca-central-1.amazonaws.com/free1/uploads/smoothwan/original/1X/08ad9bfbba8df4b9131d9e5c6ef87e82c2b3318a.png	C:/Users/user/Desktop/sm/smoothwan-forum/cdck-file-uploads-canada1.s3.dualstack.ca-central-1.amazonaws.com/free1/uploads/smoothwan/original/1X/08ad9bfbba8df4b9131d9e5c6ef87e82c2b3318a.png	(from https://smoothwan.discourse.group/c/development/2)
20:49:57	19783/19783	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Apr%202023%2018:54:02%20GMT	https://smoothwan.discourse.group/t/about-the-development-feedback-category/1	C:/Users/user/Desktop/sm/smoothwan-forum/smoothwan.discourse.group/t/about-the-development-feedback-category/1.html	(from https://smoothwan.discourse.group/c/development/2)
